Name,Id,DisplayName,Description,StartMsg,EndMsg,TimeLimit,OwnerType,Icon,StlKey
quest_1203,1203,Jess's Supplies,You must go to Eldeon Clanfield and speak to Jess. She has a job for you.,,,0,0,79,LQUE1203
quest_1204,1204,monkey,,,,0,0,79,LQUE1204
quest_1205,1205,Guduka's Challenge,You must go to Eldeon Clanfield and speak to Guduka. He has a challenge for you.,,,0,0,79,LQUE1205
quest_1206,1206,,,,,0,0,79,LQUE1206
quest_1208,1208,Jess' Supplies,"Jess is running low on potions and she needs to produce more. Hunt Hook, Pincer and Nepenthes guardians for the 3 materials.",,,0,0,79,LQUE1208
quest_1209,1209,Jess' Supplies,You completed the task Jess set you. Go speak to a Battleground Staff member to finish the quest and recieve funds!,,,0,0,79,LQUE1209
quest_1211,1211,Guduka's Challenge,Somewhere within the clanfield is a Turak Guardian. Find him and defeat him then return to Guduka.,,,0,0,79,LQUE1211
quest_1212,1212,Guduka's Challenge,You completed Guduka's challenge. Head back to the battleground to recieve your reward.,,,0,0,79,LQUE1212
quest_1980,1980,Mana Engine Begotten: Devil Pest,"Years of exhaust from Mana Engines have mutated the Devil Pest virus, creating a new breed of incredibly dangerous monsters. Hunt down these monsters and bring 5 Proofs of Monst",,,900,0,81,LQUE1980
quest_1981,1981,Zeppastone Wind Gem,"Punwell says that the Zeppastone Wind Gem is necessary for the prosperity of the Windmill Village. All you know is that the Zeppastone should be in a dark, enclosed place.",,,0,0,81,LQUE1981
quest_1982,1982,The Prince of Akram,"After recovering the Zeppastone, you hear about the runaway Prince of Akram. You should try to talk to Odelo, a Guard in Junon Polis, to learn more.",,,0,0,81,LQUE1982
quest_1983,1983,The Search for the Prince,Odelo said that the only trace of the Prince is a Golden Dagger kept by Gallahad in Kenji's Beach.,,,0,0,81,LQUE1983
quest_1984,1984,The Ominous Kenji Stone,"Gallahad suggests that you investigate the area around the Kenji Stone. Find out what you can over there, and return to Gallahad.",,,0,0,81,LQUE1984
quest_1985,1985,The Truth of the Golden Dagger,"To find out the truth about the Golden Dagger, you should talk to Lutis, who is in the Valley of Luxem Tower.",,,0,0,81,LQUE1985
quest_1986,1986,Information on Lunar,"Lutis started babbling about Luna, but maybe you should visit that planet someday. Now you need to speak to Winters, a Guard in Junon Polis, to continue your search for information on the Golden Dagger.",,,0,0,81,LQUE1986
quest_1987,1987,The Truth of the Golden Dagger (2),"You should ask Winters, a Soldier in Junon Polis, about the Golden Dagger.",,,0,0,81,LQUE1987
quest_1988,1988,"Pavrick, the Craftsman on Lunar","Winters recommended that you see Pavrick, the best craftsman in Luna, to check the Golden Dagger's authenticity. You must ask Alphonso to guide you to Luna. ",,,0,0,81,LQUE1988
quest_1989,1989,The Royal Golden Dagger,"Pavrick confirmed that the Golden Dagger really did belong to the royal family. Hence, the warrior who saved Kenji's Beach was the Prince. But where is he now? First, you need to return the Golden Dagger to Gallahad.",,,0,0,81,LQUE1989
quest_2000,2000,Stolen Drawings,Mr. Spero told you about Woopies and Woppie Chefs made mess out of his lab and have stolen vaccine gun drawings. Let's get 2 drawings back from them who are wandering around Zant.,,,0,0,81,LQUE2000
quest_2001,2001,Report about Darkness,Mr. Spero asked you to bring a report about darkness form Tryteh who works for Arumic. It seems Mr. Spero and Arumic inventor are in bad relationship. Are you sure you can do this?,,,0,0,81,LQUE2001
quest_2002,2002,Report about Darkness,Tryteh says that you need to bring a certificate from chief of this village. You better ask Cornell about this. ,,,0,0,81,LQUE2002
quest_2003,2003,Report about Darkness,"Cornell says if you hand his letter to Lutis at the Tower of Luxem, he will help you. ",,,0,0,81,LQUE2003
quest_2004,2004,Report about Darkness,Lutis seems he can not accept what the letter says. You need to go to Cornell again. ,,,0,0,81,LQUE2004
quest_2005,2005,Report about Darkness,"Cornell seemed very upset about Lutis's feed back but fortunately, you get your certificate. Let's go to Tryteh.",,,0,0,81,LQUE2005
quest_2006,2006,Report about Darkness,Tryteh gave you the report as she promised. You feel dangerous about this. Better run to Mr. Spero.,,,0,0,81,LQUE2006
quest_2007,2007,Capturing Dalping,Mr.Spero send you to Belz who stays at the Breezi Hills for some information about capturing Dalping.,,,0,0,81,LQUE2007
quest_2008,2008,Capturing Dalping,Lazy Belz! He's irresponsible. Now you have to capture 10 Dalpings which supposed to be his job. ,,,0,0,81,LQUE2008
quest_2009,2009,Capturing Dalping,"Now, you finished capturing Dalping. You can go to Mr.Spero. Is he sure for Vaccine this time?",,,0,0,81,LQUE2009
quest_2010,2010,The Vaccine,Finally vaccine is completed! But still not sure about effects.Why don't you try it on Rackies? Mr.Spero says you better try more than 10 times.  ,,,0,0,81,LQUE2010
quest_2011,2011,The Vaccine,Vaccine surely worked! But Rackie died just after his devil pest was cured. Why? You gotta tell Mr.Spero about this.,,,0,0,81,LQUE2011
quest_2051,2051,Forgotten Temple Investigation (1),"Ishtal, the Eucar Judge, has asked you to excavate Shamanic Artifacts in the Forgotten Temple in order to reconstruct forgotten shamanist history. While you're there, he'd like you to clear out any thieves in the Forgotten Temple that you can find.",,,1080,0,81,LQUE2051
quest_2052,2052,Forgotten Temple Investigation (2),"Ishtal, the Eucar Judge, has asked you to excavate Shamanic Artifacts in the Forgotten Temple in order to reconstruct forgotten shamanist history. While you're there, he'd like you to clear out any thieves in the Forgotten Temple that you can find.",,,1080,0,81,LQUE2052
quest_2053,2053,Forgotten Temple Investigation (3),"Ishtal, the Eucar Judge, has asked you to excavate Shamanic Artifacts in the Forgotten Temple in order to reconstruct forgotten shamanist history. While you're there, he'd like you to clear out any thieves in the Forgotten Temple that you can find.",,,1080,0,81,LQUE2053
quest_2054,2054,Forgotten Temple Investigation (4),"Ishtal, the Eucar Judge, has asked you to excavate Shamanic Artifacts in the Forgotten Temple in order to reconstruct forgotten shamanist history. While you're there, he'd like you to clear out any thieves in the Forgotten Temple that you can find.",,,1080,0,81,LQUE2054
quest_2055,2055,Forgotten Temple Investigation (5),"Ishtal, the Eucar Judge, has asked you to excavate Shamanic Artifacts in the Forgotten Temple in order to reconstruct forgotten shamanist history. While you're there, he'd like you to clear out any thieves in the Forgotten Temple that you can find.",,,1080,0,81,LQUE2055
quest_2056,2056,Forgotten Temple Investigation (6),"Ishtal, the Eucar Judge, has asked you to excavate Shamanic Artifacts in the Forgotten Temple in order to reconstruct forgotten shamanist history. While you're there, he'd like you to clear out any thieves in the Forgotten Temple that you can find.",,,1080,0,81,LQUE2056
quest_2057,2057,Forgotten Temple Investigation (7),"Ishtal, the Eucar Judge, has asked you to excavate Shamanic Artifacts in the Forgotten Temple in order to reconstruct forgotten shamanist history. While you're there, he'd like you to clear out any thieves in the Forgotten Temple that you can find.",,,1080,0,81,LQUE2057
quest_2751,2751,Clan House Extension (1),"Burtland the Clan owner asked you to collect items that are necessary for Clan House Extension in order to raise your Clan Grade to 3. You are required to bring 600 Silver Iron, 400 Pine Wood and 10 Blue Crystals. These are normal items, not quest items.",,,0,0,80,LQUE2751
quest_2752,2752,Clan House Extension (2),"Burtland the Clan owner asked you to collect items that are necessary for Clan House Extension in order to raise your Clan Grade to 3. You are required to bring 200 Steel, 150 Cinnamon Wood and 50 Earth Stones. These are normal items, not quest items.",,,0,0,80,LQUE2752
quest_2753,2753,Clan House Extension (3),"Burtland the Clan owner asked you to collect items that are necessary for Clan House Extension in order to raise your Clan Grade to 3. You are required to bring 50 Chromium, 100 Molive and 2 Green Hearts. These are normal items, not quest items.",,,0,0,80,LQUE2753
quest_2851,2851,Retribution upon the Blasphemous,"Both the Righteous Crusaders and the Ferrell Guild have blasphemed the Junon Order, and they must be punished in the name of Junon. Let them feel our righteous wrath!",,,420,0,79,LQUE2851
quest_2852,2852,Protected by Holiness,"Though the Righteous Crusaders and the Ferrell Guild threaten us, they are nothing compared to the holiness that is our protection. Let us fight for the sake of the Junon Order!",,,420,0,79,LQUE2852
quest_2853,2853,Recovery of Justice,"That hypocritical Junon Order is raising an army to wipe us out! Well, let's show them that true defenders of justice will never bend to their will!",,,420,0,79,LQUE2853
quest_2854,2854,Dignity of the Righteous Crusaders,"It's lonely to be number one, and you'll always have enemies. Let's show that jealous Junon Order just how powerful we really are, and confirm our superiority!",,,420,0,79,LQUE2854
quest_2855,2855,Wounded Pride,The Arumics have been greatly aided by the Junon Order ever since our organization has left Luna and come to Junon. We've got swallow our pride and return,,,420,0,79,LQUE2855
quest_2856,2856,Supremacy of Mana Theory,"The Righteous Crusaders and Ferrell Guild have taken our magic lightly, but were frequently defeated when they challenged us. Once again, they must be taught the reality of Mana Theory. Let us show them the true power of Arumic magic!",,,420,0,79,LQUE2856
quest_2857,2857,Taking Back Ferrell Road,"The Junon Order and the Arumics attacked us by surprise and seized one of our most important trade routes, the Ferrell Road. Let's show them how powerful the Ferrell Guild really is, and take back Ferrell Road!",,,420,0,79,LQUE2857
quest_2858,2858,Justification of Wealth,That foolish Junon Order and the Arumics don't give us any respect or recognition. They underestimate us and don't understand the power of wealth. Let's show them that the Ferrell Guild is a force to be reckoned with!,,,420,0,79,LQUE2858
quest_3001,3001,Shannon's Medical Treatment,Shannon has been saving the lives of Visitors for a long time in the Valley of Luxem Tower. Gorthein wants you to help by bringing medical supplies to Shannon.,,,0,0,79,LQUE3001
quest_3002,3002,Gorthein's Hidden Talent,"Gorthein has always wished to make his own healing potion, but he's always failed. Now, he's running out of materials to continue his experiments. Help Gorthein by supplying him with 10 Porkie Spines.",,,0,0,79,LQUE3002
quest_3003,3003,Necessity of a New Shrine (1),Help the effort to construct a new shrine for the Junon Order by hunting Smoulies and gathering 12 Thick Pulpwood.,,,0,0,79,LQUE3003
quest_3004,3004,Propagation Risking Danger,"Whenever a new Junon Scripture is released, Gorthein sends a copy to Kay. Now, you must travel to the Forest of Wisdom so that you can deliver the Junon Scripture to Kay.",,,0,0,79,LQUE3004
quest_3005,3005,Necessity of a New Shrine (2),Help the effort to construct a new shrine for the Junon Order by hunting Grunter Warriors and gathering 18 Iron Fragments.,,,0,0,79,LQUE3005
quest_3006,3006,In Readiness for War,"As antagonism between soldiers of opposing Factions increases, it seems that war will soon break out. The Junon Order is said to win every battle, so long as ev",,,0,0,79,LQUE3006
quest_3007,3007,The Arumics' Request,"In order to return to Luna, the Arumics have secretly been constructing a Flying Ship. As their ally, the Arumics have asked the Junon Or",,,0,0,79,LQUE3007
quest_3101,3101,Wickedness of the Righteous Crusaders,Those Self Righteous Crusaders have declared war on the Junon Order! Let's make an example of those thrill-seeking warmongers.,,,360,0,79,LQUE3101
quest_3102,3102,Arrogance of the Junon Order,Those schemers in the Junon Order have been raising an army in secret! We've got to stop them before they grow too powerful!,,,360,0,79,LQUE3102
quest_3401,3401,Violence by Porkies,"Porkies have recently been bullying and tormenting the innocent. Let's show them what we do to oppressors, and kill 17 of them!",,,0,0,79,LQUE3401
quest_3402,3402,Moldie's Strange Behavior,"The Moldies that have left the Coal Mines haven't been able to adapt to the outside world. They shouldn't be wandering around and bothering people, so go out and punish 30 of them.",,,0,0,79,LQUE3402
quest_3403,3403,Supplying Training Weapons,"Recently, we haven't been able to provide enough training weapons for new recruits in the Righteous Crusaders. For this purpose, go out and bring back 16 Grunter Axes.",,,0,0,79,LQUE3403
quest_3404,3404,Lawless Porkie Hooligans,"Lately, word has been going around that those Porkies have been mugging and harassing the innocent. Let's kill at least 30 Porkie Hooligans and show them we mean business.",,,0,0,79,LQUE3404
quest_3405,3405,Supplying Training Gloves,"Lately, we've been having trouble supplying training equipment for new recruits in the Righteous Crusaders. Help us out by hunting Grunter Warriors and bringing back 8 Training Gloves.",,,0,0,79,LQUE3405
quest_3406,3406,Majesty of the Righteous Crusaders,"We've got to keep training if we're going to mete out justice to the Junon Order that opposes us. Defeating 45 Elder Doongas might be rigorous training, but let's do it with pride as Righteous Crusaders.",,,0,0,79,LQUE3406
quest_3407,3407,Righteous Crusaders in Preparation,"To improve our chances in Faction conflicts, the Righteous Crusaders have decided to get new equipment. Help create new weapons by supplying 30 Krawfy Hard Shells from hunting Krawfy Warriors.",,,0,0,79,LQUE3407
quest_3601,3601,Unexpectedly Useful Porkie Spines,Porkie Spines are often useful as a magic ingredient. So go out and beat some Porkie Hooligans and bring back 10 Porkie Spines.  ,,,0,0,79,LQUE3601
quest_3602,3602,Coal Mine Moldies under Arumic Watch,The Arumics have started research on the strange behavior of Moldies in the Coal Mines. Gather 12 Moldie Eyelashes as specimens for study.,,,0,0,79,LQUE3602
quest_3603,3603,Grunter's Mysterious Strength,The Arumics have decided to research the Grunter Fighters' mysterious strength in an attempt to discover the source of their power. Help the research efforts by collecting 14 Grunter Feet.,,,0,0,79,LQUE3603
quest_3604,3604,"Lutis, Guard of Luxem Tower","Lutis, the astronomer in Luxem Tower, has recently been having trouble focusing Mana energy. You've got to help by giving Lutis the Mana Focus Potion.",,,0,0,79,LQUE3604
quest_3605,3605,Plant Extract: Magic Fundamental,Extracting the magical essence from plants is one of the basics of magic research. Go and hunt Smoulies in order to bring back 13 Smouly Leaves.,,,0,0,79,LQUE3605
quest_3606,3606,Magic Weapon Production,"The Righteous Crusaders have been waiting for their chance to crush our allies, the Junon Order. The Arumics have to help the Junon",,,0,0,79,LQUE3606
quest_3607,3607,Weak Mana Waves from Lunar,"We've been unsuccessful in receiving Mana Wave messages from the planet of Luna, so we must construct a Mana Tower to receive these we",,,0,0,79,LQUE3607
quest_3801,3801,It Might be Worth More Later,"Since demand for Porkie Spines is on the rise, it's time to get them while they're still hot. Go hunt some Porkies and get 12 Porkie Spines.",,,0,0,79,LQUE3801
quest_3802,3802,Stockpiling High Quality Coal,It's expected that the price for coal will rise since the Moldies have stopped mining for coal. You should chase after those Moldies and try to get 10 High Quality Coal as quickly as you can!,,,0,0,79,LQUE3802
quest_3803,3803,Ferrell Guild Lounge Construction,The Ferrell Guild isn't all business: apparently our leaders see the need for a place to relax. Help out with the lounge construction by hunting Smoulies to collect 12 Thick Pulpwood.,,,0,0,79,LQUE3803
quest_3804,3804,Charrs' Elaborate Market Price Analysis Table,"Belz, in the Breezy Hills, has requested Charrs' Market Price Analysis Table. Your job is to make sure it's delivered to Belz.",,,0,0,79,LQUE3804
quest_3805,3805,Arms Distribution Effort,"As the Ferrell Guild becomes more frequently targeted for robbery, its merchants must be equipped with guns to protect themselves. For this purpose, collect 17 Iron Fragments by hunting Grunter Warriors to help create more guns.",,,0,0,79,LQUE3805
quest_3806,3806,Reassuring Support,The Ferrell Guild can't idly stand by while the Junon Order targets the Righteous Crusaders! Help our allies by defeating Elder Doongas to collect 20 Doonga's Sausages for emergency rations.,,,0,0,79,LQUE3806
quest_3807,3807,New Recovery Potion,"The Ferrell Guild has decided to create new healing potions to help their long time allies, the Righteous Crusaders, in the Faction Wars. Do your part by bringing 30 units of Sticky Fluid that can be obtained from Kaiman Warriors.",,,0,0,79,LQUE3807
quest_5001,5001,Wine Delivery (Part Time Job),Sharlin asked you if you can bring two bottles of wine to Punwell in the Breezy Hills. You have a total of 30 minutes to finish this delivery.,,,180,0,80,LQUE5001
quest_5002,5002,Pomic Hunt (Fetch Quest),"Raffle asked you to bring him 10 Pomic Skins, and will give you a better reward if you can complete this task earlier than your rivals.",,,580,0,82,LQUE5002
quest_5003,5003,Dalping Hunt (Fetch Quest),"Keenu has a weakness for Dalping Eggs. Bring him 13 Dalping Eggs, and he'll give you a reward depending on how much sooner you bring him the eggs than your rivals.",,,700,0,82,LQUE5003
quest_5004,5004,Ulysses' Price Chart Delivery,Ulysses has asked you to deliver his Daily Price Checklist to Seyon in the Adventurer's Plains.,,,0,0,80,LQUE5004
quest_5005,5005,Spero's Top Secret Cart Schematic,"Spero has asked you to deliver his Top Secret Cart Schematic to Belz, who is in the Windmill Village in the Breezy Hills.",,,0,0,80,LQUE5005
quest_5006,5006,Stockpiling Bronze Fragments,Lena has asked you to gather Bronze Fragments to help alleviate the dwindling supply problem in Zant. You can hunt Pomic type monsters to obtain Bronze Fragments.,,,0,0,80,LQUE5006
quest_5007,5007,Stockpiling Iron Fragments,"Lena has asked you to gather Iron Fragments to help alleviate the dwindling supply problem in Zant. You can hunt Red Flanae, Old Flanae, Big Flanae and Beetles to obtain Iron Fragments.",,,0,0,80,LQUE5007
quest_5008,5008,Stockpiling Silver Fragments,Lena has asked you to gather Silver Fragments to help alleviate the dwindling supply problem in Zant. You can hunt Rackie and Turtle type monsters to obtain Silver Fragments.,,,0,0,80,LQUE5008
quest_5009,5009,Candle Ghost Extermination (Fetch Quest),"Cornell, the mayor of Zant, has organized a campaign to exterminate the Candle Ghosts. Bring him 20 Candle Ghost Masks from the Candle Ghosts you've defeated, and he'll reward you according to your performance in comparison to your competition.",,,2160,0,82,LQUE5009
quest_5011,5011,Stockpiling Maple Branches,"More material shortages have occurred in Junon Polis as its population has risen. If you bring Maple Branches to Eva, she will surely be pleased. You can find Maple Branches by hunting Porkie type monsters.",,,0,0,80,LQUE5011
quest_5012,5012,Stockpiling Konara Branches,"More material shortages have occurred in Junon Polis as its population has risen. If you bring Konara Branches to Eva, she will surely be pleased. You can find Konara Branches by hunting Clown type monsters.",,,0,0,80,LQUE5012
quest_5013,5013,Stockpiling Oak Branches,"More material shortages have occurred in Junon Polis as its population has risen. If you bring Oak Branches to Eva, she will surely be pleased. You can find Oak Branches by hunting Doonga type monsters.",,,0,0,80,LQUE5013
quest_5014,5014,Goblin Cave Expedition (1st Level),"The Goblin Cave (B1) is teeming with Rubies that have been dug up by the Goblins. However, Goblins merely hold on to these jewels and don't know what to do with them. Bring a bunch of Small Rubies to Bellia, and he might pay you a good price for them.",,,0,0,80,LQUE5014
quest_5015,5015,Goblin Cave Expedition (2nd Level),"The Goblin Cave (B2) is teeming with Topaz that has been dug up by the Goblins. However, Goblins merely hold on to these jewels and don't know what to do with them. Bring a bunch of Small Topazes to Bellia, and he might pay you a good price for them.",,,0,0,80,LQUE5015
quest_5016,5016,Goblin Cave Expedition (3rd Level),"The Goblin Cave (B2) is teeming with Diamonds that have been dug up by the Goblins. However, Goblins merely hold on to these jewels and don't know what to do with them. Bring a bunch of Small Diamonds to Bellia, and he might pay you a good price for them.",,,0,0,80,LQUE5016
quest_5017,5017,Moldie's Strange Mineral (Fetch Quest),"Kiroth has told you that Moldies have been gathering some strange mineral. If you bring 10 Green Minerals and 10 Black Minerals to Kiroth, he will reward you according to your performance compared to your rivals.",,,900,0,82,LQUE5017
quest_5018,5018,Candle Ghost's Identity (Fetch Quest),"No one has ever seen the true form of the Candle Ghosts that appear at night, so it might be a good idea to remove a bunch of their masks. Bring 20 Candle Ghost Masks to Hayen for a reward.",,,1080,0,82,LQUE5018
quest_5019,5019,Goblin Hunting Competition (Fetch Quest),"Itz, who has a weakness for gambling, has created this game of chance. Defeat 55 Goblins in the Goblin Cave (B2) for a possible reward.",,,1080,0,82,LQUE5019
quest_5031,5031,Seyon's Price Checklist Delivery,Seyon has asked you to deliver the Daily Price Check to Ulysses in Zant.,,,0,0,80,LQUE5031
quest_5032,5032,Piety and a Bribe?,"Bring Gray's Pearl Oysters to Francis who is at the temple in Zant. Afterwards, return to Gray with the Elder Appointment Letter from Francis.",,,0,0,80,LQUE5032
quest_5033,5033,Stockpiling Jelly Bean Hides,"With the endless influx of Visitors, the Adventurer's Plains is suffering from a supply shortage. Collect some Jelly Bean Hides for the overtaxed Gray and provide him with some relief.",,,0,0,80,LQUE5033
quest_5034,5034,Stockpiling Spools of Thread,"With the endless influx of Visitors, the Adventurer's Plains is suffering from a supply shortage. Collect some Spools of Thread from Choropies for the worrisome Gray and provide him with some relief.",,,0,0,80,LQUE5034
quest_5035,5035,Stockpiling on Flanae Petals,"With the endless influx of Visitors, the Adventurer's Plains is suffering from a supply shortage. Collect some Flanae Petals for the tormented Gray and provide him with some relief.",,,0,0,80,LQUE5035
quest_5041,5041,The Lost Engagement Ring,"Methio lost the engagement ring and without it, he'll never be able to face his fiancee again. You've got to find Methio's Engagement Ring for him.",,,0,0,80,LQUE5041
quest_5051,5051,Hunting Practice (1),The Fairy of Arua suggested that you defeat 3 Jelly Beans in preparation for your real adventures. Complete this task and you'll receive a small reward.,,,0,0,80,LQUE5051
quest_5052,5052,Hunting Practice (2),The Fairy of Arua suggested that you defeat 4 Mini-Choropies in preparation for your real adventures. Complete this task and you'll receive a small reward.,,,0,0,80,LQUE5052
quest_5053,5053,Hunting Practice (3),The Fairy of Arua suggested that you defeat 8 Choropies and Mini-Choropies in preparation for your real adventures. Complete this task and you'll receive a small reward.,,,60,0,80,LQUE5053
quest_5061,5061,Christmas Event,Santa needs your help! Travel to each of the 4 planetoids and bring back those stolen items!,,,0,0,80,LQUE5061
quest_5062,5062,,,,,0,0,81,LQUE5062
quest_5063,5063,,,,,0,0,82,LQUE5063
quest_5064,5064,Darling Judy (1),"Every spring, Judy used to make a bunch of flowers for her grandfather. But this time she has a bad cold, so she's asking you to collect 20 Cherry Blossoms. You can get Cherry Blossoms by hunting Cherry Smoulies.",,,0,0,80,LQUE5064
quest_5065,5065,Darling Judy (2),"Judy asks you once again to gather 20 Cherry Blossoms, this time for Mayor Darren of Junon Polis. Hunt those Cherry Smoulies to get those flowers!",,,0,0,80,LQUE5065
quest_5066,5066,Christmas Quest,Santa needs your help! Travel to each of the 4 planetoids and bring back those stolen items!,,,0,0,80,LQUE5066
quest_5067,5067,Missing Sister,"Reene's sister, Lithia has gone missing. Reene recommended that you start searching north of Anima Lake for her.",,,0,0,80,LQUE5067
quest_5068,5068,Missing Sister,Lithia told you how she got killed by Evil Jack and now has to live as a ghost at the Desert of the Dead. Time to report back to Reene and tell her the bad news.,,,0,0,80,LQUE5068
quest_5069,5069,Teddybear Rescue,"Rosie, Arisa's teddybear has been stolen by the Aqua King at El Verloon Desert. Go rescue Rosie!",,,0,0,80,LQUE5069
quest_5072,5072,Valentine's Day,"Every Valentine's Day, Judy used to hand out Love Bags to the couples. But this time Love Pigs have gone and taken them, so she's asking you to collect at least 35 Red Love Bags for her. You can find Love Pigs at Love Island.",,,0,0,80,LQUE5072
quest_5075,5075,,,,,0,0,80,LQUE5075
quest_5076,5076,,,,,0,0,80,LQUE5076
quest_5077,5077,,,,,0,0,80,LQUE5077
