Name,Id,IconIdx,Subtype,Quality,BasePrice,PriceRate,FieldItemId,Weight,NeedAbility,NeedValue,AddAbility,AddValue,StatusId,StatusType,StatusPerSec,UseEffect,UseSound,CooldownType,CooldownSec,ScriptIdx,TypeName,StlKey,DisplayName,Description
pat_401,401,6101,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT401,Spike Wheel,Wheels equipped with spikes for offensive purposes.
pat_402,402,6104,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT402,Speed Wing,Aerodynamic Cart accessory that cuts through the wind at high speeds.
pat_403,403,6102,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT403,Wind Booster,Basic equipment for Mana Turbo Tuning that allows for enjoyable cruising.
pat_404,404,6103,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT404,Jet Booster,High quality booster for professional drivers who desire high speed.
pat_405,405,6099,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT405,Sun Roof,Protective covering that blocks the glare of the sun.
pat_406,406,2237,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT406,Coal Mine Moldie Sun Roof,A specially designed sunroof to meet the demand of Moldie fans around the world.
pat_407,407,2224,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT407,Coal Mine Moldie Sun Roof P,A specially designed sunroof to meet the demand of Moldie fans around the world.
pat_408,408,6100,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT408,Red Sun Roof,Protective covering that blocks the glare of the sun.
pat_409,409,6100,551,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Assistant Parts,LPAT409,Black Sun Roof,Protective covering that blocks the glare of the sun.
pat_421,421,6091,511,40,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT421,Meister W Frame,A classic Cart body painted in a classy white color.
pat_422,422,6090,511,40,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT422,Meister R Frame,A classic Cart body painted in a regal red color.
pat_423,423,6089,511,40,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT423,Meister B Frame,A classic Cart body painted in an illustrious black color.
pat_424,424,6092,511,54,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT424,Meister Y Frame,A classic Cart body painted in a flamboyant yellow color.
pat_425,425,6093,511,58,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT425,Meister Pink Frame,A classic Cart body painted in a showy pink color.
pat_426,426,6095,511,62,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT426,Meister Full Gold Frame,A classic Cart body painted in a goldish color.
pat_427,427,6094,511,66,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT427,Meister Gold Frame,A classic Cart body painted in a goldish color.
pat_430,430,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_431,431,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_432,432,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_433,433,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_434,434,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_435,435,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_436,436,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_437,437,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_438,438,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_439,439,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_440,440,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_441,441,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_442,442,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_443,443,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_444,444,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_445,445,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_451,451,6085,521,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT451,Chaser Engine,A high grade engine designed for the Meister Cart Frame.
pat_470,470,6098,531,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT470,Meister Gold Wheels,"Classic, high grade wheels designed for the Meister Gold Cart Frame."
pat_471,471,6097,531,30,15000000,0,246,5,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT471,Meister Wheels,"Classic, high grade wheels designed for the Meister Cart Frame."
pat_480,480,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_481,481,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_482,482,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_483,483,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_484,484,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_485,485,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_486,486,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_487,487,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_488,488,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_489,489,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_490,490,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_491,491,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_492,492,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_493,493,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_494,494,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_500,500,3734,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT500,Red Caribio,
pat_501,501,3719,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT501,Panda Cart,
pat_502,502,2507,100,100,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT502,Pink Beetle,
pat_503,503,3721,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT503,Camouflage,
pat_504,504,3722,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT504,Bumble Bee Cart,
pat_505,505,3723,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT505,Blue Cart,
pat_506,506,3724,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT506,Hamster Cart,
pat_507,507,2507,100,100,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT507,Hot Rod Cart,
pat_508,508,3729,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT508,Red Trick Cart,
pat_509,509,3727,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT509,Jazz Cart,
pat_510,510,3728,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT510,Green Autobot,
pat_511,511,3729,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT511,Much Cart,
pat_512,512,2507,100,100,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT512,Purple Hot Rod,
pat_513,513,3732,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT513,Navy Cart,
pat_514,514,3733,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT514,Jazz Rave Cart,
pat_515,515,3734,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT515,Orange Cart,
pat_516,516,3735,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT516,Spiderman Cart,
pat_517,517,2507,100,100,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT517,Clown Hot Rod,
pat_518,518,3737,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT518,Marine Cart,
pat_519,519,3738,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT519,Blue Police Cart,
pat_520,520,3739,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT520,Block Monster Cart,
pat_521,521,3740,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT521,Wolverine Cart,
pat_522,522,2507,100,100,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT522,Green Hot Rod,
pat_523,523,3742,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT523,Golden Army Cart,
pat_524,524,3744,511,46,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Body,LPAT524,Midnight Cart,
pat_530,530,3796,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT530,Black Rims,
pat_531,531,3797,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT531,Spike Wheels,
pat_532,532,2507,102,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Wheel,LPAT532,Pink Rocket Wheels,
pat_533,533,3800,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT533,White Gold Wheels,
pat_534,534,3801,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT534,Carbon Wood Wheels,
pat_535,535,3802,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT535,Snow Spike heels,
pat_536,536,2507,102,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Wheel,LPAT536,Brown Rocket Wheels,
pat_537,537,3804,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT537,Red Carbon Wheels,
pat_538,538,3805,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT538,Red Rims,
pat_539,539,3806,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT539,Green Rims,
pat_540,540,3818,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT540,Purple Spike Wheels,
pat_541,541,2507,102,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Wheel,LPAT541,Purple Rocket Wheels,
pat_542,542,3810,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT542,Silver Rims,
pat_543,543,3805,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT543,Blood Rims,
pat_544,544,3812,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT544,White Carbon Wheels,
pat_545,545,3813,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT545,Red and Blue Spike Wheels,
pat_546,546,2507,102,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Wheel,LPAT546,Neon Green Rocket,
pat_547,547,3815,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT547,Blue Carbon Wheels,
pat_548,548,3816,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT548,Diamond Rims,
pat_549,549,3817,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT549,Silver Pink Wheels,
pat_550,550,3807,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT550,Blue Spike Wheels,
pat_551,551,2507,102,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Wheel,LPAT551,Orange Rocket Wheels,
pat_552,552,3820,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT552,Golden Wheels,
pat_553,553,3822,531,83,15000000,0,246,10,0,0,0,0,0,0,0,0,0,0,0,0,Cart Wheel,LPAT553,Flat Black Wheels,
pat_560,560,6085,521,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT560,V8 engine,
pat_561,561,6085,521,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Cart Engine,LPAT560,V8 engine,
pat_581,581,6110,100,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT581,Hoverbike XJ1 (Pink),
pat_582,582,6113,100,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT582,Hoverbike XJ1 (Black),
pat_583,583,6111,101,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Engine,LPAT583,Hoverbike XJ1 Engine,
pat_584,584,6112,102,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Wheel,LPAT584,Hoverbike XJ1 Mobility Unit,
pat_585,585,6114,100,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT585,Hoverbike XZ1 (Orange),
pat_586,586,6117,100,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT586,Hoverbike XZ1 (White),
pat_587,587,6115,101,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Engine,LPAT587,Hoverbike XZ1 Engine,
pat_588,588,6116,102,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Wheel,LPAT588,Hoverbike XZ1 Mobility Unit,
pat_589,589,6119,100,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT589,Hoverbike XG1 (Purple),
pat_590,590,6121,100,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT590,Hoverbike XG1 (Yellow),
pat_591,591,6120,100,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT591,Hoverbike XG1 (Red),
pat_592,592,6118,100,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Frame,LPAT592,Hoverbike XG1 (Green),
pat_593,593,6115,101,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Engine,LPAT593,Hoverbike XZ1 Engine,
pat_594,594,6116,102,100,15000000,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,Hover Wheel,LPAT594,Hoverbike XZ1 Mobility Unit,
pat_600,600,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_601,601,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_602,602,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_603,603,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_604,604,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_605,605,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_606,606,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_607,607,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_608,608,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_609,609,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_610,610,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_611,611,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_612,612,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_613,613,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_614,614,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_615,615,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_616,616,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
pat_617,617,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
